Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value
CHEMBL1464160,CCOc1ccc(Nc2cc(C)nc3nc(C)nn23)cc1,Potency,398107.2,nM,3.4
CHEMBL1454493,C[n+]1ccn(C(=O)N(c2ccccc2)c2ccccc2)c1.[Cl-],Potency,316.2,nM,6.5
CHEMBL1598823,COCCn1c(SCc2ccccc2Cl)nc2c1c(=O)[nH]c(=O)n2C,Potency,11220.2,nM,4.95
CHEMBL1598831,COc1ccc2c(c1)[C@@]13CCC=C[C@H]1[C@@H](C2)NCC3.Cl,Potency,7079.5,nM,5.15
CHEMBL1376139,Cc1c(NS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)c(=O)n(-c2ccccc2)n1C,Potency,39810.7,nM,4.4
CHEMBL1542747,Cc1ccc(C(=O)C2CCN(CC(=O)Nc3ccc(N(C)C)cc3)CC2)cc1,Potency,562.3,nM,6.25
CHEMBL1591153,COc1ccccc1-c1cc(C(=O)Nc2cc(Cl)ccc2O)no1,Potency,70794.6,nM,4.15
CHEMBL1415506,Cc1ccc(N2CC(c3nc4ccccc4n3C)CC2=O)cc1,Potency,100000.0,nM,4.0
CHEMBL1395559,CCOc1ccc(N(CC)C(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1,Potency,112201.8,nM,3.95
CHEMBL1425183,Cc1ccc(-c2c[n+](Cc3ccc(Cl)c(Cl)c3)c3n2CCC3)cc1.[Cl-],Potency,11220.2,nM,4.95
CHEMBL1355597,COc1ccc(N(C(=O)c2ccccc2C)S(=O)(=O)c2ccc(Cl)cc2)cc1,Potency,631.0,nM,6.2
CHEMBL1385752,COc1cc(OC)c(OC)cc1CNCCc1ccc2c(c1)OCO2.O=C(O)C(=O)O,Potency,22387.2,nM,4.65
CHEMBL1572149,CCc1ccc(OCC(=O)Nc2cc(-c3ccc(C)cc3)no2)cc1,Potency,112201.8,nM,3.95
CHEMBL1454603,O=C(Nn1c(-c2ccccc2)nc2ccccc2c1=O)C1CCC1,Potency,1258.9,nM,5.9
CHEMBL1363586,O=C(CN1C(=O)NC2(CCCc3ccccc32)C1=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,Potency,100000.0,nM,4.0
CHEMBL1315556,Cc1ccccc1OC(=O)CSc1nnc(-c2ccc3c(c2)OCO3)o1,Potency,89125.1,nM,4.05
CHEMBL1493941,Cc1ccc2c(c1)CCCN2C(=O)c1ccoc1C,Potency,44668.4,nM,4.35
CHEMBL1315803,Cc1cccc(NC(=O)c2ccc3snnc3c2)c1,Potency,1584.9,nM,5.8
CHEMBL1324060,O=C(NCCC1=CCCCC1)C1CCN(c2nc3ccccc3o2)CC1,Potency,631.0,nM,6.2
CHEMBL1376627,CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)NC3CCCc4ccccc43)ccc21,Potency,89125.1,nM,4.05
CHEMBL155625,OCc1c[nH]c2ccccc12,Potency,70794.6,nM,4.15
CHEMBL1536605,CCOC(=O)c1nn(-c2cccc(Cl)c2)c2nc(CC(C)C)c(C#N)c(=O)n12,Potency,562.3,nM,6.25
CHEMBL1611258,COc1ccc(CC(=O)Nc2cc(C)c3c(=O)oc4ccccc4c3n2)cc1,Potency,1412.5,nM,5.85
CHEMBL1560612,COc1ccc(CNc2oc(-c3ccccc3)nc2C#N)cc1,Potency,28183.8,nM,4.55
CHEMBL1533832,CCOC(Cn1c(-c2ccc(OC)cc2)nc2ccccc21)OCC,Potency,31622.8,nM,4.5
CHEMBL1408477,COc1ccccc1N1CCN(C(=O)CCS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)CC1,Potency,7079.5,nM,5.15
CHEMBL1380369,CCCc1cc(=O)n2nc(N3CCC(C(=O)NCc4ccc(C)o4)CC3)sc2n1,Potency,125.9,nM,6.9
CHEMBL1300414,Cc1ccc(C(NC(=O)N2CCOCC2)=C(Cl)Cl)cc1F,Potency,631.0,nM,6.2
CHEMBL1527758,CCOC(=O)CN1CC23C=CC(O2)C(C(=O)Nc2ccc(C(C)=O)cc2)C3C1=O,Potency,4466.8,nM,5.35
CHEMBL1475167,CN1CCN(C(=O)Cn2ncc3c4ccccc4n(Cc4ccc(F)cc4)c3c2=O)CC1,Potency,316.2,nM,6.5
CHEMBL258877,CSCCC(C(=O)O)N1C(=O)c2ccc(C(=O)O)cc2C1=O,Potency,1778.3,nM,5.75
CHEMBL1322520,CCc1ccc(-c2cc(C(=O)NN3CCOCC3)c3ccccc3n2)cc1,Potency,10000.0,nM,5.0
CHEMBL1541184,CCc1ccc(-c2nc(CSCC(=O)NCCCN3CCCC3=O)c(C)o2)cc1,Potency,89125.1,nM,4.05
CHEMBL1520052,CCCCSCc1ccc(C(=O)O)o1,Potency,3162.3,nM,5.5
CHEMBL1597763,c1ccc2c(SCc3cn4cccnc4n3)ncnc2c1,Potency,631.0,nM,6.2
CHEMBL3194233,Cc1onc(-c2ccccc2)c1C(=O)N/N=C/c1cc2c(cc1Br)OCO2,Potency,50118.7,nM,4.3
CHEMBL1373714,O=C(CN1C(=O)c2cccc3cccc1c23)NCc1ccccn1,Potency,89125.1,nM,4.05
CHEMBL3194252,Cc1cccc(C(=O)Nc2ccc(C(=O)N/N=C/c3cccnc3)cc2)c1,Potency,707.9,nM,6.15
CHEMBL1578917,O=C(Cn1cccc1)N1CCN(c2ccc(F)cc2)CC1,Potency,100000.0,nM,4.0
CHEMBL1465756,CCn1c(Cc2ccccc2)nnc1SCC(=O)Nc1ccc(C)cc1,Potency,100000.0,nM,4.0
CHEMBL1522408,O=C(NNC(=O)C1CC2CCC1C2)c1ccccc1,Potency,63095.7,nM,4.2
CHEMBL1495114,CCc1cc(=O)oc2cc(OCC(=O)O)c(Cl)cc12,Potency,1258.9,nM,5.9
CHEMBL1307448,COc1cccc(/C=C/c2onc(C)c2S(=O)(=O)N2CCC(C(=O)NC3CCCCCC3)CC2)c1,Potency,17782.8,nM,4.75
CHEMBL1564647,CCc1c(C(=O)NN2C(=O)C3C4CCC(O4)C3C2=O)csc1C,Potency,100000.0,nM,4.0
CHEMBL1542741,CCCNC(=O)c1c(NC(=O)C2COc3ccccc3O2)sc2c1CCCC2,Potency,8912.5,nM,5.05
CHEMBL1415537,CCOC(=O)c1cccc(NS(=O)(=O)c2cn(C)c(C)n2)c1,Potency,100000.0,nM,4.0
CHEMBL1323268,Cc1cc(C)c(C#N)c(SCC(=O)c2cccs2)n1,Potency,2818.4,nM,5.55
CHEMBL3195399,COc1ccccc1/C=N/NC(=O)c1ccc(-c2ccccc2)cc1,Potency,70794.6,nM,4.15
CHEMBL1494593,CCSc1nnc(NC(=O)NC(C)(C(F)(F)F)C(F)(F)F)s1,Potency,7943.3,nM,5.1
CHEMBL1572642,Cc1ccc(OCCNS(=O)(=O)c2cccs2)cc1,Potency,3162.3,nM,5.5
CHEMBL1521770,COc1ccc2cc(C3CC(c4ccco4)=NN3C(=O)CCC(=O)O)c(Cl)nc2c1,Potency,707.9,nM,6.15
CHEMBL529582,OCCN1CCN(C(=S)Nc2ccccc2)CC1,Potency,1412.5,nM,5.85
CHEMBL1591215,O=C(Nc1ccccc1F)C1CCCN1S(=O)(=O)c1ccc(Cl)cc1,Potency,631.0,nM,6.2
CHEMBL1505220,C=C1C(C(=O)N2CCN(C)CC2)C1C(=O)N1CCN(C)CC1,Potency,56234.1,nM,4.25
CHEMBL311822,Cc1ccc(S(=O)(=O)NC(=O)NCc2ccc(Cl)cc2)cc1,Potency,794.3,nM,6.1
CHEMBL1522354,CCCCc1cc(=O)oc2cc(C)cc(OCc3nn[nH]n3)c12,Potency,100000.0,nM,4.0
CHEMBL1552189,Cc1ccc(S(=O)(=O)CCC(=O)Nc2sccc2C#N)cc1,Potency,39810.7,nM,4.4
CHEMBL567130,CCc1ccc(C(=O)CSC2=C(C#N)C(c3ccco3)C(C(C)=O)=C(C)N2)cc1,Potency,7943.3,nM,5.1
CHEMBL1493697,Cc1ccc(C(c2c(O)n3c(nc2=O)SCC3)c2c(O)n3c(nc2=O)SCC3)cc1,Potency,4466.8,nM,5.35
CHEMBL5483018,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.[I-],Potency,79432.8,nM,4.1
CHEMBL1610488,Cc1cc(=O)oc2cc(OCC(=O)NC[C@H]3CC[C@H](C(=O)O)CC3)ccc12,Potency,316.2,nM,6.5
CHEMBL1596770,CCN(CC)S(=O)(=O)c1cc(NC(=O)C(C)N2C(=O)C3CCCCC3C2=O)ccc1C,Potency,3548.1,nM,5.45
CHEMBL1520760,Cc1ccc(S(=O)(=O)N(CCC(=O)N2CCOCC2)c2ccccc2)cc1,Potency,1412.5,nM,5.85
CHEMBL1403000,Cc1ccc(NC(=O)CCCn2c(=O)c3cccn3c3ccccc32)cc1C,Potency,2511.9,nM,5.6
CHEMBL1586966,Nc1nnc(SCC(=O)N2CCN(c3ccccc3)CC2)s1,Potency,2511.9,nM,5.6
CHEMBL1403698,CCCSc1nc(C)c(CC(=O)O)c(O)n1,Potency,31622.8,nM,4.5
CHEMBL3195723,COc1cc(O)sc1/C=N/c1ccc(Cl)cc1,Potency,8912.5,nM,5.05
CHEMBL1543241,Cc1ccc(C2NC(=O)NC3=C2CCc2ccccc23)cc1,Potency,707.9,nM,6.15
CHEMBL1570395,COc1cccc(NC(=O)N(CCCN2CCOCC2)C(C)c2cc3ccccc3o2)c1,Potency,12589.3,nM,4.9
CHEMBL1446772,COc1cc(C(=O)NCC(=O)NCCN2C(=O)S/C(=C\c3ccccc3Cl)C2=O)cc(OC)c1OC,Potency,631.0,nM,6.2
CHEMBL1590050,Cc1ccc(C)c(NC(=O)CCN2C(=O)C3CC=CCC3C2=O)c1,Potency,631.0,nM,6.2
CHEMBL1579319,COc1cccc(C(=O)Nc2ccc(S(=O)(=O)NCc3ccco3)cc2)c1,Potency,1000.0,nM,6.0
CHEMBL1549424,COC(=O)N(NC(=O)C(O)(CCC(C)C)CCC(C)C)c1ccccc1,Potency,3548.1,nM,5.45
CHEMBL1392456,COc1ccc(NC(=O)C23CCC(C)(C(=O)O2)C3(C)C)cc1,Potency,1995.3,nM,5.7
CHEMBL1423156,CCN1CCN(c2ccc(NC(=O)c3ccco3)cc2Cl)CC1,Potency,707.9,nM,6.15
CHEMBL1303609,CC(C)Cc1nc2n[nH]c(N)c2c2c1COC(C)(C)C2,Potency,3548.1,nM,5.45
CHEMBL3195084,CCC(=O)N/N=C(\C)CC(=O)Nc1ccc(Cl)cc1,Potency,5011.9,nM,5.3
CHEMBL1558572,COc1ccc(C(=O)Nc2cccc3nc(C)ccc23)cc1OC,Potency,4466.8,nM,5.35
CHEMBL1510459,NS(=O)(=O)c1cccc(NC(=O)COC(=O)c2cc(-c3ccc(Cl)cc3)nc3ccccc23)c1,Potency,44668.4,nM,4.35
CHEMBL1330109,Cc1ccc(C(=O)c2no[n+]([O-])c2C(=O)c2ccc(C)cc2)cc1,Potency,316.2,nM,6.5
CHEMBL1461950,O=C(Nc1cccc(F)c1)C1CCCN1S(=O)(=O)c1cccc2cccnc12,Potency,631.0,nM,6.2
CHEMBL1407738,COc1ccc(NC(=O)C2CCCN2c2ccc(OC)c(OC)c2)cc1OC,Potency,501.2,nM,6.3
CHEMBL1256757,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,Potency,1412.5,nM,5.85
CHEMBL1590903,CCSc1nnc2c(n1)OC(c1ccc(C)s1)Nc1ccccc1-2,Potency,1122.0,nM,5.95
CHEMBL1570431,O=C(c1ccc(S(=O)(=O)N2CCc3ccccc3C2)cc1)N1CCCCC1,Potency,100000.0,nM,4.0
CHEMBL1352615,O=C(CN(C(=O)CNS(=O)(=O)c1ccc(F)cc1)c1cccc(F)c1)NCC1CCCO1,Potency,112201.8,nM,3.95
CHEMBL1571344,Cc1c(Br)cc(C(=O)O)c(C)c1C,Potency,631.0,nM,6.2
CHEMBL1513178,CCCC(=O)Nc1nnc(S(=O)(=O)N2CCCC2)s1,Potency,100000.0,nM,4.0
CHEMBL1453688,CC(C)(C)C1CCc2c(sc(NC(=O)Cn3nnc(-c4ccccc4Cl)n3)c2C#N)C1,Potency,100000.0,nM,4.0
CHEMBL1411920,Cc1cc(C)c2c(CC(=O)N(CCC#N)Cc3cccnc3)coc2c1,Potency,112201.8,nM,3.95
CHEMBL1513598,O=C(c1ccc(F)cc1F)N1CCC(c2nc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)no2)CC1,Potency,89125.1,nM,4.05
CHEMBL1450880,O=C(Nc1ccc(N2CCOCC2)cc1)c1cc(F)c(F)cc1Cl,Potency,707.9,nM,6.15
CHEMBL1387707,O=C(COc1cc(O)c2c(=O)c3ccccc3oc2c1)OCc1ccccc1,Potency,15848.9,nM,4.8
CHEMBL1465504,Cc1ccc(S(=O)(=O)C(F)(F)F)cc1NC(=O)c1cccnc1,Potency,25118.9,nM,4.6
CHEMBL1416562,Cc1ccc(OCC(=O)Nc2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)cc1C,Potency,112201.8,nM,3.95
CHEMBL1424349,Cc1ccc(NC(=O)CCN2CCC(C(N)=O)CC2)cc1,Potency,5011.9,nM,5.3
CHEMBL1526031,Cc1ccc(N2CC(C(=O)NCCS(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)CC2=O)cc1,Potency,31622.8,nM,4.5
CHEMBL1316250,Cc1ccc2oc3c(c(=O)c2c1)C(c1ccc(O)cc1)N(Cc1ccc2c(c1)OCO2)C3=O,Potency,112201.8,nM,3.95
CHEMBL1349176,COc1ccc(NC(=O)Nc2ccc3c(c2)CCC3)c(OC)c1,Potency,4466.8,nM,5.35
CHEMBL3196181,O=C(N/N=C\c1cc(Cl)ccc1O)c1ccc(S(=O)(=O)N2CCCCC2)cc1,Potency,100000.0,nM,4.0
CHEMBL1609637,COc1ccc(CNC(=O)CCc2c(C)nc3c(c(C)nn3-c3ccccc3)c2C)cc1,Potency,631.0,nM,6.2
CHEMBL1453499,COCC(C)NCc1cccc(OC)c1OC.O=C(O)C(=O)O,Potency,89125.1,nM,4.05
CHEMBL1322464,O=C(COC(=O)c1ccccc1F)c1ccc(-n2nncc2-c2ccco2)cc1,Potency,3162.3,nM,5.5
CHEMBL1335029,O=C1CC(c2ccco2)CC(=O)C1=CNCCN1CCN(C2CC(=O)N(c3ccccc3)C2=O)CC1,Potency,100000.0,nM,4.0
CHEMBL1590815,COc1ccc(CN(C)C(=O)CNC(=O)c2cccs2)c(OC)c1,Potency,631.0,nM,6.2
CHEMBL1384034,O=c1sc(N2CCN(c3ccc(F)cc3)CC2)nc2ccsc12,Potency,5011.9,nM,5.3
CHEMBL1441440,COc1ccc(CCN=C(NS(=O)(=O)c2ccccc2)c2ccccc2)cc1OC,Potency,100000.0,nM,4.0
CHEMBL1402305,Cc1ccc(N2CCCn3c2nc2c3c(=O)n(CCN3CCOCC3)c(=O)n2C)cc1,Potency,8912.5,nM,5.05
CHEMBL1597739,CCOC(=O)N1CCC(n2c(=S)[nH]c3cc(OC)c(OC)cc3c2=O)CC1,Potency,3162.3,nM,5.5
CHEMBL1501983,Cc1nnc(NC(=O)c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)o1,Potency,1258.9,nM,5.9
CHEMBL1488502,CCOC(=O)c1ccc(N/C=C2\CCCCC2=O)cc1,Potency,25118.9,nM,4.6
CHEMBL1492778,CC1CCN(c2oc(-c3cccs3)nc2S(=O)(=O)c2ccccc2)CC1,Potency,1995.3,nM,5.7
CHEMBL1479550,CCOC(=O)N1CCc2c(sc(NC(=O)c3ccc(Cl)s3)c2C(N)=O)C1,Potency,50118.7,nM,4.3
CHEMBL1373078,CC1(C(=O)N2CCOCC2)CC1(Cl)Cl,Potency,707.9,nM,6.15
CHEMBL1557781,Cc1cc(Br)c(NC(=O)CN2CC=C(c3ccccc3)CC2)c(Br)c1,Potency,3162.3,nM,5.5
CHEMBL1578287,Cc1ccc(-n2c(=S)[nH]c3nc4c(cc3c2=O)COC(C)(C)C4)cc1,Potency,3981.1,nM,5.4
CHEMBL1340392,Cc1ccc(-c2csc3nnc(SCc4csc(C)n4)n23)cc1,Potency,1122.0,nM,5.95
CHEMBL1370224,O=C(Nc1ccc2c(c1)OCCO2)C1CCCN(c2ncccn2)C1,Potency,2818.4,nM,5.55
CHEMBL1444583,O=C(C1Cc2ccccc2CN1S(=O)(=O)c1ccc(F)cc1)N1CCCCC1,Potency,2511.9,nM,5.6
CHEMBL1348645,Oc1nc(C(Cl)Cl)nc2sc3c(c12)CCN(Cc1ccccc1)C3,Potency,31622.8,nM,4.5
CHEMBL1600800,O=S(=O)(c1ccccc1)c1nc(-c2ccco2)oc1N1CCCCCC1,Potency,28183.8,nM,4.55
CHEMBL1378054,COC(=O)CN1C(=O)C(O)(CC(=O)c2ccc(Cl)cc2)c2ccccc21,Potency,7943.3,nM,5.1
CHEMBL1574005,COc1ccc(NC(=O)c2cc(C3CC3)nc3c2c(C)nn3-c2ccc(C)cc2)cc1OC,Potency,6309.6,nM,5.2
CHEMBL1554711,CCOc1ccc(-n2ccn3c(CC(C)CC(=O)O)nnc3c2=O)cc1,Potency,4466.8,nM,5.35
CHEMBL1467083,CC(C)(C)c1ccc(S(=O)(=O)N2CC(C(=O)O)Oc3ccc(Cl)cc32)cc1,Potency,100000.0,nM,4.0
CHEMBL1562200,CCOc1cccc(C2c3[nH]c4ccccc4c3CCN2C(=O)CSc2ccccc2)c1,Potency,50118.7,nM,4.3
CHEMBL1381634,C=CCc1ccc(OCc2ccc(C(=O)Nc3ccc(NC(C)=O)cc3)o2)c(OC)c1,Potency,1778.3,nM,5.75
CHEMBL1483632,Cc1cc(C(F)F)n2nc(C(=O)NCc3ccccc3F)nc2n1,Potency,631.0,nM,6.2
CHEMBL1405236,O=C(NCc1ccc(Cl)cc1)c1ccncc1,Potency,1778.3,nM,5.75
CHEMBL1417435,COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3cccs3)cc12,Potency,316.2,nM,6.5
CHEMBL1537352,COc1ccc(NC2CCCN(C(=O)c3ccc(OC)cc3OC)C2)cc1,Potency,2238.7,nM,5.65
CHEMBL1594906,COC(=O)C1=C(C)N(Cc2ccccc2)C(NCCc2ccccn2)=N[C@H]1c1cccc(C(F)(F)F)c1,Potency,56234.1,nM,4.25
CHEMBL1569947,COc1ccc(C(CNC(=O)C(C)Oc2ccc(Br)cc2)N2CCOCC2)cc1,Potency,707.9,nM,6.15
CHEMBL1579029,Cc1cnc(C(=O)Nc2ccc(-n3cnnn3)cc2)cn1,Potency,35481.3,nM,4.45
CHEMBL1473524,CN(CC(=O)Nc1ccc(F)cc1)C(=O)COC(=O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1,Potency,5623.4,nM,5.25
CHEMBL1418677,CCOC(=O)Cn1c(C)c(Br)c(=O)c2cccc(C)c21,Potency,10000.0,nM,5.0
CHEMBL1357188,CC1CCN(C(=O)Cn2c(=O)n(CCCCCC(=O)NCc3ccccc3Cl)c(=O)c3sccc32)CC1,Potency,2818.4,nM,5.55
CHEMBL1491274,COc1cccc(-n2nnc3c(=O)n(Cc4ccccc4F)cnc32)c1,Potency,89125.1,nM,4.05
CHEMBL1361573,O=C(CSC1=Nc2ccc(F)cc2S(=O)(=O)N1)NCc1ccccc1Cl,Potency,7943.3,nM,5.1
CHEMBL1382891,Cn1c(=O)c2c(nc(NCc3ccccc3)n2CC(N)=O)n(C)c1=O,Potency,56234.1,nM,4.25
CHEMBL1483092,Cc1cccn2c(=O)c3cc(C(=O)NC4CCCC4)c(=N)n(Cc4ccc(F)cc4)c3nc12,Potency,31622.8,nM,4.5
CHEMBL1377289,O=C(O)CNC(=O)c1ccc(NC(=O)/C(=C/c2ccccc2)NC(=O)c2ccco2)cc1,Potency,1258.9,nM,5.9
CHEMBL1483136,COc1ccc(C(=O)NCC(=O)OC2CCCCC2=O)cc1,Potency,100000.0,nM,4.0
CHEMBL1505144,Cn1c(SCCC#N)nnc1-c1ccccc1F,Potency,11220.2,nM,4.95
CHEMBL1609811,Cc1ccn2c(Nc3ccc4c(c3)OCCO4)c(-c3ccc(C)o3)nc2c1,Potency,5011.9,nM,5.3
CHEMBL1335046,C=CCN(C(=O)CNC(=O)c1ccco1)C(C(=O)NC1CCCCC1)c1cccnc1,Potency,31622.8,nM,4.5
CHEMBL1325011,COc1cccc(CNC(=O)CCS(=O)(=O)c2cc3c(cc2C)NC(=O)CO3)c1,Potency,10000.0,nM,5.0
CHEMBL1573287,O=c1oc(-c2ccco2)nc2sc3c(c12)CCCC3,Potency,39810.7,nM,4.4
CHEMBL1377328,Cc1cc(NC(=O)CN2C(=O)NC3(CCCCC3)C2=O)ccc1N1CCCC1,Potency,3162.3,nM,5.5
CHEMBL1375564,CCCc1cc(=O)oc2c(C)c(OCC(=O)NCCN3CCOCC3)ccc12,Potency,5011.9,nM,5.3
CHEMBL1355582,Cc1nc2ccn(Cc3ccco3)c(=O)c2cc1C(=O)NCc1ccc(Cl)cc1,Potency,39810.7,nM,4.4
CHEMBL1600047,Cc1ccc2c(c1)C(O)(CC(=O)c1cccnc1)C(=O)N2,Potency,89125.1,nM,4.05
CHEMBL1541940,O=C(O)CSc1nnc2n(-c3ccccc3)c(=O)c3ccccc3n12,Potency,14125.4,nM,4.85
CHEMBL1365032,COc1ccc(C(=O)N2CCN(c3ccc(C)cc3C)CC2)cc1OC,Potency,631.0,nM,6.2
CHEMBL1561335,Cc1ccc(OCC(=O)Nc2ccc3c(c2)nc(CCN2CCOCC2)n3C)cc1,Potency,1412.5,nM,5.85
CHEMBL1582967,Cc1ccc(CNC(=O)c2ccc(OCC3CCCO3)cc2)cc1,Potency,631.0,nM,6.2
CHEMBL1515336,COc1ccc(-n2cc(C(=O)NCCc3ccc(C)cc3)c3ccccc3c2=O)cc1,Potency,2818.4,nM,5.55
CHEMBL1581485,OCc1ccccc1OCCCOc1cccc2cccnc12,Potency,28183.8,nM,4.55
CHEMBL1599010,O=C(COC(=O)Cc1ccc(Br)cc1)NCc1ccc(F)cc1,Potency,22387.2,nM,4.65
CHEMBL1581506,CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)Cc2cccc3ccccc23)c1,Potency,112201.8,nM,3.95
CHEMBL1610797,NNC(=O)CCC(=O)Nc1ccccc1,Potency,631.0,nM,6.2
CHEMBL1385900,c1ccc(-n2c(-c3ccco3)nnc2N2CCOCC2)cc1,Potency,5623.4,nM,5.25
CHEMBL1415737,CCN1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)c2C(=O)NC)C1,Potency,631.0,nM,6.2
CHEMBL1305940,O=C(CSc1nnnn1C1CCCCC1)Nc1cccc(NC(=O)c2ccco2)c1,Potency,35481.3,nM,4.45
CHEMBL1323819,CCOc1cccc(N2C(=O)CC(n3cnc4ccccc43)C2=O)c1,Potency,25118.9,nM,4.6
CHEMBL1489036,Cc1ccc(N2C(=O)c3ccc(C(=O)N4CCN(c5ccccc5F)CC4)cc3C2=O)cc1,Potency,4466.8,nM,5.35
CHEMBL1608246,COc1ccc(S(=O)(=O)Nc2cccc(N(C)S(C)(=O)=O)c2)cc1C,Potency,100000.0,nM,4.0
CHEMBL1547939,Cc1ccc(NC(=O)C2CCN(C(=O)c3cccs3)CC2)c(C)c1,Potency,5623.4,nM,5.25
CHEMBL1487338,Cc1ccc(NC(=O)C(Cc2ccccc2)n2cccc2)cc1,Potency,112201.8,nM,3.95
CHEMBL1391116,CCOc1ccccc1CN1CCNC(=O)C1CC(=O)NCc1nc(C)cs1,Potency,44668.4,nM,4.35
CHEMBL1351020,O=C1c2ccccc2C(Nc2ccc(-c3nc4ccccc4[nH]3)cc2)N1Cc1ccco1,Potency,8912.5,nM,5.05
CHEMBL1318328,COCC1CCCC1OS(N)(=O)=O,Potency,3548.1,nM,5.45
CHEMBL1586741,N#C/C(=C\c1cn[nH]c1-c1ccc(Cl)cc1)C(=O)NC1CC1,Potency,89125.1,nM,4.05
CHEMBL1351196,CC(=O)c1c(C)[nH]c(C(=O)CN2C(=O)NC(C)(c3ccc4c(c3)OCO4)C2=O)c1C,Potency,1258.9,nM,5.9
CHEMBL1367336,CC[N+]1=CN(c2ccccc2)C(C)=CC1(C)C.[I-],Potency,39810.7,nM,4.4
CHEMBL1390989,COc1ccccc1N1C(=O)S/C(=C\c2cccs2)C1=O,Potency,89125.1,nM,4.05
CHEMBL1430438,O=c1c2ccccc2ncn1CCCCOc1ccccc1F,Potency,2511.9,nM,5.6
CHEMBL1446095,Cc1ccc(C(NC(=O)NC(C)c2ccccc2)C(Cl)(Cl)Cl)cc1F,Potency,354.8,nM,6.45
CHEMBL1446100,Cc1nnc(NC(=O)C2C3C=CC(O3)C2C(=O)O)s1,Potency,17782.8,nM,4.75
CHEMBL1563773,CCc1cc(C(=O)N2CCCC(C(=O)c3ccc(C(F)(F)F)cc3)C2)n(C)n1,Potency,70794.6,nM,4.15
CHEMBL1571712,O=C1CC(c2ccccc2)c2ccccc21,Potency,5011.9,nM,5.3
CHEMBL1571714,COc1ccc(SCc2cc(=O)c3cc(Cl)ccc3[nH]2)cc1,Potency,631.0,nM,6.2
CHEMBL1463602,Cc1cc(C)cc(NCc2cc(=O)oc3cc(-c4ccccc4)c(O)cc23)c1,Potency,3981.1,nM,5.4
CHEMBL1436616,Cc1ccc2oc(=O)c3cc(C(=O)Nc4cccc(C#N)c4)sc3c2c1,Potency,3981.1,nM,5.4
CHEMBL1370681,COC(=O)CCS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,Potency,100000.0,nM,4.0
CHEMBL1520855,CC(C)CNC(=O)c1cccc(NC(=O)C2CCCO2)c1,Potency,89125.1,nM,4.05
CHEMBL1532897,CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(C3CCS(=O)(=O)C3)C2=O)cc1,Potency,44668.4,nM,4.35
CHEMBL1481561,COc1ccc(CCNC(=O)Cn2c(-c3nonc3N)nc3ccccc32)cc1OC,Potency,50118.7,nM,4.3
CHEMBL1503124,CCNC(=O)CCc1nc(-c2ccc(C(C)(C)C)cc2)no1,Potency,89125.1,nM,4.05
CHEMBL1559822,CCOC(=O)C1CCCN(C(=O)CS(=O)(=O)Cc2ccccc2)C1,Potency,100000.0,nM,4.0
CHEMBL1305160,CC(=O)NCC(=O)NC1(C(=O)NC2CCCC2)CCCCC1,Potency,1412.5,nM,5.85
CHEMBL1323383,Cc1ccc(NC(=O)C2(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1,Potency,5011.9,nM,5.3
CHEMBL1542183,OCCCc1cn(Cc2ccccc2)c2ccccc12,Potency,112201.8,nM,3.95
CHEMBL1503079,CC(C)NC(=O)C1(c2ccccc2)CC1(Cl)Cl,Potency,10000.0,nM,5.0
CHEMBL1593047,Cc1cc(C)c(Cn2c3ccccc3c3cnn(CC(=O)NCCc4ccccc4)c(=O)c32)c(C)c1,Potency,562.3,nM,6.25
CHEMBL1385220,COCCCNC(=O)CS(=O)(=O)Cc1nc(-c2ccccc2C)oc1C,Potency,1258.9,nM,5.9
CHEMBL1505162,Cc1ccc(CNC(=O)c2ccccc2NC(=O)CSc2nnnn2C)cc1,Potency,17782.8,nM,4.75
CHEMBL1984796,CC/C(=N/Nc1cccc(C)c1)c1cnnc(SC)n1,Potency,2238.7,nM,5.65
CHEMBL3195629,Oc1[nH]ncc1/C=N/c1ccc(Oc2ccccc2)cc1,Potency,1584.9,nM,5.8
CHEMBL1465851,COc1cc2c(cc1OC)C(c1ccccc1)N(C(=O)CSCC(=O)O)CC2,Potency,1258.9,nM,5.9
